id,alpha_frontal,alpha_temporal,alpha_parietal,alpha_occipital,beta_frontal,beta_temporal,beta_parietal,beta_occipital,theta_frontal,theta_temporal,theta_parietal,theta_occipital,alpha_global,beta_global,theta_global,stress_frontal,stress_temporal,stress_parietal,stress_occipital,label
12,0.9074982899276219,0.7512911540952009,1.0,0.809668413929701,0.5053775516829004,0.349776188742976,0.22372360629302748,0.25822621073424157,0.6825165357980303,0.3053955120082723,0.4305347216987259,0.4912724688981064,0.8671144644881309,0.33427588936328634,0.47742980960078374,-0.4021207382447215,-0.40151496535222486,-0.7762763937069725,-0.5514422031954594,Shanta
13,0.76947511289769,0.7513349363650879,0.740908957016622,1.0,0.38579207173591307,0.2077958116612487,0.253472727426341,0.14422604318280527,0.3929558006006273,0.4295580267296297,0.2240003233113646,0.2238595250576837,0.81542975156985,0.24782166350157703,0.3175934189248263,-0.3836830411617769,-0.5435391247038391,-0.48743622959028093,-0.8557739568171947,Shanta
14,0.6822271839103138,1.0,1.0,0.7209006930473844,0.26412293952988547,0.2944695273206373,0.41076251229836613,0.3332679195393596,0.38176957156863345,0.308192947095394,0.4005957805398474,0.41560937555513616,0.8507819692394245,0.3256557246720621,0.3765419186897528,-0.4181042443804283,-0.7055304726793628,-0.5892374877016339,-0.3876327735080248,Shanta
15,0.8477825455872782,0.7754977913696951,0.7455130596944163,0.9551711164418105,0.3705361558507143,0.31689651602656466,0.3804088144130905,0.444545473207845,0.474387403095468,0.25742123201950884,0.42687743683938323,0.3994802964139255,0.8309911282733,0.3780967398745536,0.3895415920920714,-0.47724638973656386,-0.45860127534313044,-0.3651042452813258,-0.5106256432339655,Shanta
16,0.6720759225295218,0.8884970782366155,0.7482107129320182,0.772026781277515,0.0997561052853538,0.2431022843304099,0.25415643388412656,0.17216872881908504,0.40124228782906624,0.31242809060531185,0.5616230541805965,0.5277060979556778,0.7702026237439176,0.19229588807974382,0.4507498826426631,-0.5723198172441679,-0.6453947939062056,-0.4940542790478917,-0.5998580524584299,Shanta
17,0.7920305059557629,0.8783603941045122,0.7960929563757397,0.8408089359975158,0.19049511557099874,0.1931936203170801,0.32522901646138086,0.035221097554819086,0.3945578439221988,0.37341935047607655,0.38663180274861697,0.018771269972543775,0.8268231981083827,0.18603471247606967,0.293345066779859,-0.6015353903847641,-0.6851667737874321,-0.4708639399143589,-0.8055878384426968,Shanta
18,0.7060624414410293,0.9070657823768626,0.7720794686443393,0.9110794899782653,0.2575690963069534,0.5417430804271129,0.36526283650793134,0.2745739790699127,0.2339722922506761,0.4199701737323865,0.406561231791791,0.3807964942635854,0.824071795610124,0.3597872480779776,0.36032504800960974,-0.44849334513407585,-0.3653227019497497,-0.40681663213640795,-0.6365055109083526,Shanta
19,0.7375722288718677,0.8257643264984187,0.8956906133934592,0.9580410320176319,0.2587043327447193,0.21333451018272667,0.3792586257991225,0.2587904510238115,0.38285710987514826,0.3263293035564377,0.21520915854230985,0.2785007362476762,0.8542670501953443,0.277521979937595,0.300724077055393,-0.47886789612714836,-0.612429816315692,-0.5164319875943367,-0.6992505809938204,Shanta
20,1.0,0.8239899506995683,0.8264191262985314,0.7944496869534877,0.29253782381765775,0.2671626163111942,0.4228165393135447,0.40608200526634514,0.2867575196986716,0.2913671212128331,0.2693012089727248,0.42312141662354097,0.8612146909878968,0.3471497461771854,0.3176368166269426,-0.7074621761823423,-0.5568273343883741,-0.40360258698498674,-0.3883676816871426,Shanta
21,0.6019846657164984,0.9349138778357599,0.8130973716154212,0.9227417692423316,0.23577128938000846,0.24911466633439366,0.4373851683589406,0.29594176235067615,0.4301526529445698,0.4445034702756835,0.4132933057339739,0.518319925457659,0.8181844211025027,0.30455322160600473,0.4515673386029715,-0.36621337633649,-0.6857992115013662,-0.3757122032564806,-0.6268000068916555,Shanta
22,0.8720024292718476,0.9757542422235498,0.9125094469548642,0.7951935710923164,0.3234758485479523,0.4424521269419262,0.2969131255895347,0.2564124801146944,0.5111111730628186,0.29659943451900583,0.30685183405646005,0.3740372345874177,0.8888649223856445,0.32981339529852693,0.3721499190564255,-0.5485265807238953,-0.5333021152816235,-0.6155963213653295,-0.538781090977622,Shanta
23,0.5674910035703621,0.9831205521632156,0.9960851078392035,0.7367689881386743,0.20159253764070428,0.21643656272223408,0.43887206702965725,0.34513058108539596,0.47658072059299716,0.42059684816293985,0.5570307522197727,0.5244730999077735,0.820866412927864,0.3005079371194979,0.49467035522087077,-0.3658984659296578,-0.7666839894409815,-0.5572130408095461,-0.39163840705327835,Shanta
24,0.7255876771947976,0.9915874601431971,0.9504791909400326,0.6862546976540113,0.41053035600755006,0.08408708837681611,0.26442090446816363,0.11040560750158443,0.23658637577823485,0.42787683079187555,0.22872755803831996,0.3905957612438053,0.8384772564830096,0.21736098908852858,0.3209466314630589,-0.3150573211872475,-0.907500371766381,-0.686058286471869,-0.5758490901524268,Shanta
25,0.9144411891822299,0.817310010233499,0.9163015908232883,0.5968733060757285,0.3981964682426733,0.44132288046498597,0.2396039467835347,0.34635319829447364,0.4570004317110482,0.46977715560816663,0.4360783375657443,0.46951267769016436,0.8112315240786865,0.3563691234464169,0.45809215064378084,-0.5162447209395566,-0.37598712976851306,-0.6766976440397536,-0.2505201077812549,Shanta
26,0.7488783230384312,0.6527933449451367,0.8827789551033557,1.0,0.1685939974727778,0.5319858595269064,0.46893986909822627,0.3813869747692417,0.38291433629339416,0.24066651406994286,0.5478239651478297,0.35079960234156643,0.8211126557717309,0.38772667521678805,0.3805511044631833,-0.5802843255656533,-0.12080748541823039,-0.4138390860051294,-0.6186130252307582,Shanta
27,0.711010423124353,0.8217238809899572,0.7858601313141628,0.6823290633464073,0.5051440560613826,0.30190496107310133,0.3666807764039372,0.3418216716602019,0.600934150024224,0.48695751878731486,0.428980553797351,0.28448690822847056,0.7502308746937201,0.37888786629965576,0.45033978270934016,-0.20586636706297046,-0.5198189199168559,-0.41917935491022557,-0.3405073916862054,Shanta
28,0.698437694578063,0.8584937155713489,0.8403424564182488,0.8260685934811683,0.293533962297944,0.12382897562766966,0.31191326588067686,0.29659179453381607,0.48338728292433386,0.44104903353551383,0.5075850561639219,0.5147312228556502,0.8058356150122072,0.25646699958502667,0.48668814886985495,-0.40490373228011906,-0.7346647399436792,-0.528429190537572,-0.5294767989473523,Shanta
29,0.8533750874038039,0.8214821775259391,0.6836315130371341,0.8828448200906756,0.3445236460505957,0.3761695597020899,0.23534684171107864,0.2851187501521815,0.508181319804699,0.41645305778063757,0.44096203101334097,0.4183907512926652,0.8103333995143882,0.31028969940398643,0.4459967899728357,-0.5088514413532081,-0.44531261782384923,-0.44828467132605543,-0.5977260699384941,Shanta
30,0.6968780062168165,0.5715906113952294,0.7070398207059517,0.8028660805305184,0.3950580831903795,0.2718931472558651,0.3578878508087562,0.0,0.4257590538567182,0.40956963417260467,0.28602302988175765,0.15644834460904247,0.694593629712129,0.2562097703137502,0.3194500156300308,-0.301819923026437,-0.29969746413936427,-0.34915196989719555,-0.8028660805305184,Shanta
31,0.9142597681836444,0.8509934230580565,0.5872089952880312,0.8130835722749759,0.2810037803768065,0.33038524993105345,0.2953352625921527,0.18795185936013742,0.43333218196470596,0.31545600294923193,0.4647459407814026,0.23454609759745002,0.791386439701177,0.2736690380650375,0.36202005582319763,-0.6332559878068379,-0.520608173127003,-0.29187373269587846,-0.6251317129148384,Shanta
32,0.8038823227534847,0.7707288684198732,0.7897152739229245,0.8816332464184118,0.36313617177545143,0.12680750669662738,0.31855161901940876,0.42349530968085664,0.3986824426675559,0.49181026574407705,0.28135654919185,0.449972477809536,0.8114899278786736,0.3079976517930861,0.4054554338532547,-0.44074615097803327,-0.6439213617232458,-0.47116365490351575,-0.45813793673755515,Shanta
33,0.6819544187916233,0.7931890057950561,0.8263297157150676,0.8706777230258221,0.3802104573992405,0.41453324178826223,0.3224131544491467,0.18807094248306683,0.48577942971269583,0.2949117929895845,0.30849439266403034,0.45569853483812767,0.7930377158318923,0.32630694902992907,0.3862210375511096,-0.30174396139238285,-0.3786557640067939,-0.5039165612659209,-0.6826067805427554,Shanta
34,1.0,0.7739074150787847,0.7499471094007235,0.7431041002228724,0.22201749593062914,0.23189330244686585,0.48126113355968514,0.29372922319020883,0.5632206934945649,0.32406487813886375,0.20322752828873694,0.30442244383499795,0.8167396561755951,0.30722528878184724,0.3487338859392909,-0.7779825040693709,-0.5420141126319189,-0.26868597584103837,-0.4493748770326636,Shanta
35,0.8023497197332501,0.6382190718344118,0.9691094129558294,0.9102138353210334,0.3159679293585103,0.5110594138522063,0.3886779687818206,0.32969534026652575,0.49837770328904324,0.37358514326559794,0.32988919286850493,0.14336759297299517,0.8299730099611312,0.3863501630647658,0.33630490809903535,-0.4863817903747398,-0.12715965798220552,-0.5804314441740088,-0.5805184950545077,Shanta
36,0.6079289210844772,0.9637478356747561,0.7549484583404698,0.8590159280854675,0.13787125030046618,0.32104810514258175,0.312489929342919,0.3609519093928738,0.5077466407602013,0.5068092617876979,0.5693560657096421,0.5109944324053256,0.7964102857962926,0.28309029854471024,0.5237266001657167,-0.47005767078401095,-0.6426997305321743,-0.4424585289975507,-0.49806401869259365,Shanta
37,0.720661925282954,0.7383267238080959,0.6036448099420785,0.9330551455165996,0.33203592385732533,0.17915787677496056,0.4354334166488236,0.3983443228677603,0.20962342494605174,0.45647981936753745,0.3541941079566095,0.264340694937512,0.748922151137432,0.33624288503721744,0.3211595118019277,-0.3886260014256287,-0.5591688470331354,-0.16821139329325485,-0.5347108226488393,Shanta
38,0.6674120510782398,0.5858347880581369,0.8716613017798265,0.8775466491230889,0.3998032468977112,0.2580176530977222,0.17490939778533515,0.31466575514394546,0.2804047619927004,0.2970087901439877,0.5442125334183519,0.1812361848422658,0.750613697509823,0.2868490132311785,0.32571556759932646,-0.26760880418052857,-0.32781713496041476,-0.6967519039944914,-0.5628808939791434,Shanta
39,0.8950863952730786,0.6677147378488075,0.89401038804994,0.9549076097614088,0.2258116685600324,0.2801780504512142,0.2594638499577469,0.27138661151039273,0.4761673250897181,0.3918595099577989,0.3577326569653779,0.14177455915728013,0.8529297827333088,0.2592100451198465,0.34188351279254375,-0.6692747267130462,-0.38753668739759334,-0.6345465380921931,-0.683520998251016,Shanta
40,0.7576712551565006,0.7856248025179526,0.9659195836631653,0.847331739817367,0.2883572216897448,0.2758537887570705,0.568409830183582,0.375802841396277,0.4151770858721866,0.31372108433447166,0.22604816682430348,0.41355130753479535,0.8391368452887464,0.37710592050666863,0.34212441114143927,-0.46931403346675576,-0.5097710137608822,-0.3975097534795833,-0.47152889842108997,Shanta
41,0.7970947699128086,0.9652674151242348,0.7878525483214361,0.9071683677434145,0.18242612322100754,0.3379771761415932,0.34726811439528693,0.23986516862580382,0.48200789628250684,0.3198926520576694,0.5275006739472028,0.4240193977778815,0.8643457752754735,0.2768841455959229,0.4383551550163151,-0.614668646691801,-0.6272902389826416,-0.4405844339261492,-0.6673031991176106,Shanta
42,0.8447163137786338,0.6706687598616456,0.8517319822650147,0.7890181101729385,0.2411454396636181,0.47143963855481896,0.15062347238281057,0.31519359434952016,0.33066830701729627,0.44839106622807723,0.26021642885391555,0.40502866051988257,0.7890337915195582,0.29460053623769195,0.36107611565479286,-0.6035708741150156,-0.19922912130682668,-0.7011085098822041,-0.4738245158234184,Shanta
43,0.8715203346375477,0.64522970271255,0.8152696403591319,0.619578968669772,0.3319030799265982,0.15119358243058095,0.2692765014029536,0.2640326628656825,0.6117991192985536,0.26107530657333766,0.48485126574357174,0.5729139467171577,0.7378996615947504,0.2541014566564538,0.4826599095831552,-0.5396172547109496,-0.494036120281969,-0.5459931389561783,-0.3555463058040895,Shanta
44,0.606044259776051,0.710202218566163,0.7910598804165709,0.8075049179219639,0.26286596279239605,0.4206002608777524,0.16588795773819398,0.38229975725179327,0.46090016058520666,0.5203280423919951,0.44914283030174157,0.3668948331771841,0.7287028191701872,0.30791348466503393,0.4493164666140319,-0.343178296983655,-0.28960195768841057,-0.625171922678377,-0.4252051606701706,Shanta
45,0.7305576659961698,0.8062112704667349,0.9129885569490748,0.6736672972827044,0.2186478407677866,0.36648712711854486,0.23469816995378262,0.04014074576060997,0.32449515676655993,0.42712064651036263,0.2249331627575445,0.5235622407817446,0.780856197673671,0.214993470900181,0.3750278017040529,-0.5119098252283831,-0.43972414334819004,-0.6782903869952921,-0.6335265515220944,Shanta
46,0.7294735303359151,0.5486412480106853,0.8796907200367329,0.7488425052379856,0.41721357083624266,0.21013194841359703,0.2776603965916718,0.38646406515865495,0.41091447487066796,0.5220192244531392,0.4514645071430861,0.21681329014212702,0.7266620009053297,0.32286749525004166,0.4003028741522551,-0.31225995949967245,-0.3385092995970882,-0.602030323445061,-0.3623784400793306,Shanta
47,0.7875231880535747,0.747576524031851,0.7651257912971198,0.8201377403225772,0.262669014962543,0.16650362136917027,0.14772290806631969,0.22451140457940777,0.2828455420592441,0.3643430375903572,0.7603550364389076,0.40153928532506433,0.7800908109262807,0.2003517372443602,0.4522707253533933,-0.5248541730910317,-0.5810729026626807,-0.6174028832308001,-0.5956263357431695,Shanta
48,0.9937263385065328,0.7512132011122975,0.9157670357600238,0.935517602732901,0.4563150226309113,0.2646932250966508,0.26237355011564045,0.3121552302902321,0.3726798279821109,0.42414961483951774,0.44408150620210135,0.2623658914935978,0.8990560445279387,0.32388425703335866,0.37581921012933195,-0.5374113158756215,-0.4865199760156467,-0.6533934856443834,-0.6233623724426689,Shanta
49,0.7523461633279589,0.8166599603868944,0.9114592876646543,0.7243323753634249,0.4721976182880992,0.3999245453853949,0.3557006647628517,0.3927685572070739,0.26574336086712136,0.23512854006877382,0.4139135771997199,0.45189728718675237,0.8011994466857332,0.40514784641085494,0.34167069133059186,-0.2801485450398597,-0.41673541500149947,-0.5557586229018026,-0.331563818156351,Shanta
50,0.6901158030362352,0.981761654630876,0.7062867035278089,0.8474273128706192,0.2643589276762984,0.3285000011956283,0.16341478621124583,0.13541919053069953,0.3823978167681692,0.3679364016351575,0.47063148601262017,0.3503901406049287,0.8063978685163848,0.222923226403468,0.3928389612552189,-0.4257568753599368,-0.6532616534352477,-0.542871917316563,-0.7120081223399197,Shanta
51,0.8725320806846619,0.9604136189798377,0.8118064973857282,1.0,0.49382090509005955,0.4077589822391897,0.4103372819526546,0.2707225953462607,0.2893943861021868,0.47690536337799827,0.43012940465041366,0.4377827388108464,0.911188049262557,0.3956599411570411,0.40855297323536127,-0.3787111755946024,-0.552654636740648,-0.40146921543307357,-0.7292774046537394,Shanta
52,0.9783695196859655,0.7238248286277398,0.8175336622629481,0.7243885358202842,0.1903555319032188,0.12197660654108125,0.34772029435029167,0.2159019907593035,0.41916754028033615,0.5518449965697194,0.44396700427539465,0.4620399890581272,0.8110291365992344,0.21898860588847383,0.46925488254589437,-0.7880139877827468,-0.6018482220866586,-0.46981336791265643,-0.5084865450609807,Shanta
53,0.9338303404971582,0.7145497349017252,0.8855182031377683,1.0,0.37425710272046575,0.2836048037765613,0.36727005910686816,0.23265171923825048,0.39684515256962655,0.24800163417964777,0.3005795997975967,0.47716956075450684,0.8834745696341629,0.3144459212105364,0.35564898682534446,-0.5595732377766924,-0.43094493112516397,-0.5182481440309001,-0.7673482807617495,Shanta
54,0.6996129795293962,1.0,0.8159946970149508,0.9179344141868191,0.4169824239773824,0.10746710938502733,0.2683191479004173,0.5343916151989587,0.12543612301025875,0.37091758041503287,0.37240003659351706,0.533726588873288,0.8583855226827914,0.3317900741154464,0.3506200822230242,-0.2826305555520138,-0.8925328906149727,-0.5476755491145335,-0.38354279898786037,Shanta
55,0.7981405986691847,0.7662782017883317,0.7043003485187211,0.5634416731498579,0.218167908585384,0.29540029527642186,0.45981483047345795,0.18866297239165092,0.6127016734400802,0.40307709277948084,0.5138624302079671,0.6299292678888061,0.7080402055315238,0.2905115016817287,0.5398926160790836,-0.5799726900838007,-0.47087790651190986,-0.2444855180452632,-0.374778700758207,Shanta
56,0.8847302387575303,0.7960414111935668,0.7558268142456441,0.9589627814523385,0.4476695788199136,0.36487769533249703,0.1618039478919665,0.20854937751393324,0.46482354858860264,0.2607800031261486,0.3895035817258794,0.31061450353572406,0.8488903114122699,0.2957251498895776,0.35643040924408864,-0.4370606599376167,-0.4311637158610697,-0.5940228663536776,-0.7504134039384053,Shanta
57,0.7137724346455612,0.745825375168031,0.9408436797452566,0.8590667889565802,0.3408752253205027,0.3016432796675311,0.40099497511041976,0.30891267190128513,0.3267588893250479,0.3548110412572858,0.5648813703504212,0.23924131219447178,0.8148770696288572,0.3381065379999347,0.3714231532818067,-0.3728972093250585,-0.4441820955005,-0.5398487046348368,-0.550154117055295,Shanta
58,0.860945114384801,0.7921260108094265,0.8267488632453948,0.8937246826203542,0.27854223466400363,0.05270668078738279,0.34216818949449984,0.2387713078104266,0.4612186359829264,0.33562544802441313,0.43892875703907946,0.3470327490786944,0.8433861677649942,0.22804710318907823,0.39570139753127836,-0.5824028797207974,-0.7394193300220436,-0.4845806737508949,-0.6549533748099277,Shanta
59,0.9262406616990517,0.7256700641781634,0.794585157679165,0.8645296812441106,0.38302611193357433,0.32957431024802664,0.3789252355444421,0.2701373103720415,0.3546513355535428,0.49108751685215973,0.2993724503455145,0.35287458902396934,0.8277563912001227,0.34041574202452113,0.37449647294379657,-0.5432145497654775,-0.39609575393013674,-0.41565992213472297,-0.5943923708720691,Shanta
60,0.6833482409499273,0.8408700559577958,0.8873160221073996,0.8140707472277088,0.3524248792199385,0.38621875328174954,0.18623830283331919,0.3051846113946376,0.5576667659654839,0.3368030993709631,0.53725821966321,0.6076259179980039,0.8064012665607079,0.30751663668241125,0.5098385007494153,-0.3309233617299888,-0.4546513026760463,-0.7010777192740804,-0.5088861358330712,Shanta
61,0.7847645155606292,0.7470772834745473,0.4393585321871309,0.681370445941684,0.37517740096642427,0.33356088607619994,0.24762713669032566,0.29090779212115087,0.5920290068399748,0.28466229453526654,0.3852839683369994,0.4641463031747958,0.6631426942909979,0.31181830396352517,0.4315303932217591,-0.40958711459420494,-0.41351639739834734,-0.19173139549680523,-0.3904626538205332,Shanta
62,0.42055651729279137,0.7617383975787709,0.9922518301037134,0.806035473893716,0.2732561271047915,0.4431014616786599,0.38383526945937135,0.235546706618184,0.3704386540749642,0.41796292943751445,0.4284059522642492,0.385597629828763,0.7451455547172479,0.3339348912152517,0.4006012914013727,-0.14730039018799984,-0.31863693590011105,-0.6084165606443421,-0.570488767275532,Shanta
63,0.6377509046625375,0.7563565184233346,0.715822505776966,0.6689142749251017,0.09475570332146027,0.18773354438847029,0.143282078461215,0.2811347642773103,0.5609909066819068,0.3940579526665264,0.38675018701409003,0.41101035676163755,0.694711050946985,0.17672652261211397,0.4382023507810402,-0.5429952013410773,-0.5686229740348643,-0.572540427315751,-0.38777951064779137,Shanta
64,0.815369475980394,0.7230990192477421,0.7331164713354674,0.7504156962213316,0.4952837516158707,0.38128972801502636,0.38977843242937593,0.16898333446701166,0.4507995190779814,0.4224509700429542,0.34443255247499416,0.4428409257144799,0.7555001656962338,0.35883381163182115,0.41513099182760244,-0.3200857243645233,-0.34180929123271575,-0.3433380389060915,-0.58143236175432,Shanta
65,0.7430336832320562,0.7995945427925286,0.6686479325405864,0.788172115596812,0.13260739808148844,0.3901128183672184,0.20765076121731252,0.3167688975769796,0.3633883279355944,0.26426043003652133,0.4177120066891896,0.32640451083965866,0.7498620685404959,0.26178496881074975,0.34294131887524104,-0.6104262851505677,-0.4094817244253102,-0.4609971713232739,-0.47140321801983237,Shanta
66,0.9596406243141469,0.8052106132600858,0.6848251219641547,0.9614291473677057,0.3532895088194202,0.00020038368552684205,0.34665311605773774,0.4335640172423626,0.3149015092446473,0.46852147970704516,0.43855612112361936,0.3783372846078395,0.8527763767265233,0.2834267564512618,0.40007909867078784,-0.6063511154947268,-0.8050102295745589,-0.33817200590641694,-0.5278651301253431,Shanta
67,0.7071625070985379,0.9882746843606341,0.9328055182372033,0.7942717709090586,0.38743176762134746,0.32525122448258253,0.17864456029552916,0.257506116964171,0.3942924017262849,0.5948828299118017,0.21530903562383236,0.5874192293743231,0.8556286201513585,0.2872084173409075,0.4479758741590605,-0.31973073947719044,-0.6630234598780516,-0.7541609579416741,-0.5367656539448877,Shanta
68,0.7740773525826833,0.5083779617801725,0.7861570935024523,0.6436351966669933,0.23293435830370782,0.32071942370422984,0.3893964434085058,0.3492672785420504,0.3661175242519342,0.4068813964368855,0.22841400273670437,0.31975523465086964,0.6780619011330753,0.32307937598962344,0.3302920395190984,-0.5411429942789755,-0.18765853807594263,-0.3967606500939465,-0.2943679181249429,Shanta
69,0.780818069998353,0.8803597731600121,0.935160615111389,0.906264925582536,0.2862552496146105,0.338158502801915,0.352097402385632,0.43072130063613906,0.410459149142785,0.5165461873871975,0.5456402870382254,0.42292518143494884,0.8756508459630726,0.3518081138595741,0.47389270125078914,-0.4945628203837425,-0.5422012703580972,-0.5830632127257571,-0.47554362494639696,Shanta
70,0.9621971091820324,0.9108559343921807,0.7864605807373792,0.9742286546942787,0.17748292819292172,0.38303752258339213,0.2839717205453431,0.14120156299389033,0.380076662371707,0.31245068156457156,0.41538665502486893,0.48138988928393334,0.9084355697514677,0.2464234335788868,0.3973259720612702,-0.7847141809891107,-0.5278184118087885,-0.5024888601920361,-0.8330270917003884,Shanta
71,0.7333156132053547,0.4775649185224058,0.8077892204953896,0.7694786156134207,0.26016667638039204,0.3130836796789556,0.47639628143944074,0.4931708009905348,0.3482640956907689,0.45939191293079945,0.31239044794231363,0.30105733195097073,0.6970370919591427,0.38570435962233074,0.35527594712871313,-0.4731489368249626,-0.16448123884345017,-0.33139293905594885,-0.2763078146228859,Shanta
72,0.9145250732599984,0.6899716874820375,0.7387162277052992,0.7319826450990794,0.24960866412923474,0.23686207163191067,0.2867449247016065,0.21588152871217675,0.4492962254959269,0.23311220249920694,0.18726335865179383,0.5127753293814403,0.7687989083866036,0.24727429729373218,0.345611779007092,-0.6649164091307637,-0.4531096158501269,-0.4519713030036927,-0.5161011163869027,Shanta
73,0.879255488892659,0.8311996267726471,0.6351542755840471,0.7856483969881796,0.3318455440020089,0.31328102711908223,0.17706358422303742,0.4339548033760509,0.329996261487619,0.29331541658458404,0.2847811389183436,0.3217002500689724,0.7828144470593832,0.3140362396800449,0.3074482667648798,-0.5474099448906502,-0.5179185996535649,-0.4580906913610097,-0.35169359361212865,Shanta
74,0.5708618796907177,0.7414972162032821,0.8979703333010242,0.7821650536907352,0.5117996590854329,0.16039281134200223,0.21433546137262294,0.22514375380405593,0.2824846800590201,0.3228284290024705,0.17552295031074727,0.5245684217115467,0.7481236207214397,0.2779179214010285,0.32635112027094615,-0.059062220605284765,-0.5811044048612799,-0.6836348719284012,-0.5570212998866793,Shanta
75,0.8873054726450884,0.7097665292630936,0.8403522348597582,0.8719138890663811,0.4234523576184286,0.17561384431012894,0.13981555608904925,0.4363220214066908,0.33931371348527783,0.5228336383421331,0.39552895098249785,0.32943802642934117,0.8273345314585803,0.2938009448560744,0.39677858230981244,-0.4638531150266598,-0.5341526849529646,-0.7005366787707089,-0.4355918676596903,Shanta
